task_id,msg_index,role,tokens,cites,mean_cos_sim,max_cos_sim
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,16,assistant,395,0,0.3547,0.3547
66890ddc-faa5-4ca2-9f80-f751e2f8eed3,17,tool,307,0,0.5473,0.5473
4d2329c7-4e2a-4067-b4ee-451967d130e7,1,user,19,6,0.4273,0.6578
4d2329c7-4e2a-4067-b4ee-451967d130e7,2,assistant,115,8,0.5135,0.7190
4d2329c7-4e2a-4067-b4ee-451967d130e7,3,tool,32887,10,0.3188,0.4336
4d2329c7-4e2a-4067-b4ee-451967d130e7,4,assistant,134,7,0.4166,0.6929
4d2329c7-4e2a-4067-b4ee-451967d130e7,5,tool,2459,9,0.4258,0.5671
4d2329c7-4e2a-4067-b4ee-451967d130e7,6,assistant,113,7,0.4607,0.6348
4d2329c7-4e2a-4067-b4ee-451967d130e7,7,tool,6651,0,0.3656,0.4184
4d2329c7-4e2a-4067-b4ee-451967d130e7,8,assistant,106,7,0.5060,0.7185
4d2329c7-4e2a-4067-b4ee-451967d130e7,9,tool,2238,7,0.4326,0.6295
4d2329c7-4e2a-4067-b4ee-451967d130e7,10,assistant,89,4,0.3753,0.5689
4d2329c7-4e2a-4067-b4ee-451967d130e7,11,tool,11970,7,0.4092,0.5723
4d2329c7-4e2a-4067-b4ee-451967d130e7,12,assistant,325,6,0.5620,0.8251
4d2329c7-4e2a-4067-b4ee-451967d130e7,13,tool,73,7,0.4341,0.6466
4d2329c7-4e2a-4067-b4ee-451967d130e7,14,assistant,109,4,0.5712,0.7343
4d2329c7-4e2a-4067-b4ee-451967d130e7,15,tool,71,6,0.4401,0.6420
4d2329c7-4e2a-4067-b4ee-451967d130e7,16,assistant,105,3,0.4434,0.8643
4d2329c7-4e2a-4067-b4ee-451967d130e7,17,tool,287,7,0.4466,0.6252
4d2329c7-4e2a-4067-b4ee-451967d130e7,18,assistant,79,4,0.5125,0.6340
4d2329c7-4e2a-4067-b4ee-451967d130e7,19,tool,51,2,0.3527,0.5230
4d2329c7-4e2a-4067-b4ee-451967d130e7,20,assistant,122,3,0.4636,0.5931
4d2329c7-4e2a-4067-b4ee-451967d130e7,21,tool,143,4,0.4189,0.6796
4d2329c7-4e2a-4067-b4ee-451967d130e7,22,assistant,64,2,0.3415,0.5488
4d2329c7-4e2a-4067-b4ee-451967d130e7,23,tool,79,1,0.3145,0.5260
4d2329c7-4e2a-4067-b4ee-451967d130e7,24,assistant,93,1,0.3071,0.3547
4d2329c7-4e2a-4067-b4ee-451967d130e7,25,tool,484,3,0.4297,0.4843
4d2329c7-4e2a-4067-b4ee-451967d130e7,26,assistant,116,2,0.5776,0.6180
4d2329c7-4e2a-4067-b4ee-451967d130e7,27,tool,96,0,0.2947,0.3224
4d2329c7-4e2a-4067-b4ee-451967d130e7,28,assistant,88,1,0.6560,0.6834
4d2329c7-4e2a-4067-b4ee-451967d130e7,29,tool,1517,1,0.3981,0.5146
4d2329c7-4e2a-4067-b4ee-451967d130e7,30,assistant,358,0,0.7001,0.7001
4d2329c7-4e2a-4067-b4ee-451967d130e7,31,tool,150,0,0.3764,0.3764
4d2329c7-4e2a-4067-b4ee-451967d130e7,32,user,35,0,0.1975,0.1975
1a2a12a6-0353-4326-9590-d8a5b5e56de5,1,user,32,11,0.4156,0.7179
1a2a12a6-0353-4326-9590-d8a5b5e56de5,2,assistant,401,11,0.4188,0.6048
1a2a12a6-0353-4326-9590-d8a5b5e56de5,3,tool,232,11,0.4834,0.9623
1a2a12a6-0353-4326-9590-d8a5b5e56de5,4,assistant,361,12,0.5551,0.7683
1a2a12a6-0353-4326-9590-d8a5b5e56de5,5,tool,232,10,0.4602,0.9653
1a2a12a6-0353-4326-9590-d8a5b5e56de5,6,assistant,55,12,0.5338,0.7994
1a2a12a6-0353-4326-9590-d8a5b5e56de5,7,tool,45,6,0.3473,0.4575
1a2a12a6-0353-4326-9590-d8a5b5e56de5,8,assistant,502,11,0.6023,0.8042
1a2a12a6-0353-4326-9590-d8a5b5e56de5,9,tool,129,5,0.3337,0.5625
1a2a12a6-0353-4326-9590-d8a5b5e56de5,10,assistant,3047,10,0.4842,0.8224
1a2a12a6-0353-4326-9590-d8a5b5e56de5,11,tool,175,4,0.3258,0.5934
1a2a12a6-0353-4326-9590-d8a5b5e56de5,12,assistant,3863,9,0.5384,0.8471
1a2a12a6-0353-4326-9590-d8a5b5e56de5,13,tool,263,3,0.3150,0.5969
1a2a12a6-0353-4326-9590-d8a5b5e56de5,14,assistant,945,8,0.4919,0.7805
1a2a12a6-0353-4326-9590-d8a5b5e56de5,15,tool,87,2,0.3241,0.5301
1a2a12a6-0353-4326-9590-d8a5b5e56de5,16,assistant,1895,7,0.5447,0.7436
1a2a12a6-0353-4326-9590-d8a5b5e56de5,17,tool,217,1,0.2831,0.6001
1a2a12a6-0353-4326-9590-d8a5b5e56de5,18,assistant,195,3,0.3786,0.5508
1a2a12a6-0353-4326-9590-d8a5b5e56de5,19,tool,232,3,0.3526,0.5316
1a2a12a6-0353-4326-9590-d8a5b5e56de5,20,assistant,67,5,0.5861,0.8393
1a2a12a6-0353-4326-9590-d8a5b5e56de5,21,tool,706,5,0.3339,0.5642
1a2a12a6-0353-4326-9590-d8a5b5e56de5,22,assistant,162,4,0.2790,0.3979
1a2a12a6-0353-4326-9590-d8a5b5e56de5,23,tool,212,4,0.4146,0.5973
1a2a12a6-0353-4326-9590-d8a5b5e56de5,24,assistant,112,3,0.1838,0.2166
1a2a12a6-0353-4326-9590-d8a5b5e56de5,25,tool,73,0,0.3463,0.4720
1a2a12a6-0353-4326-9590-d8a5b5e56de5,26,assistant,51,2,0.6975,0.7999
1a2a12a6-0353-4326-9590-d8a5b5e56de5,27,tool,246,2,0.6145,0.7028
1a2a12a6-0353-4326-9590-d8a5b5e56de5,28,assistant,69,1,0.7540,0.7846
1a2a12a6-0353-4326-9590-d8a5b5e56de5,29,tool,94,1,0.4575,0.4992
1a2a12a6-0353-4326-9590-d8a5b5e56de5,30,assistant,105,0,0.6340,0.6340
1a2a12a6-0353-4326-9590-d8a5b5e56de5,31,tool,172,0,0.5889,0.5889
1a2a12a6-0353-4326-9590-d8a5b5e56de5,32,user,35,0,0.2377,0.2377
4143608f-6ca7-4f3b-af9c-63e2389306ae,1,user,38,2,0.4412,0.7286
4143608f-6ca7-4f3b-af9c-63e2389306ae,2,assistant,496,1,0.6415,0.8672
4143608f-6ca7-4f3b-af9c-63e2389306ae,3,tool,476,1,0.6044,0.7783
4143608f-6ca7-4f3b-af9c-63e2389306ae,4,assistant,210,0,0.3944,0.3944
4143608f-6ca7-4f3b-af9c-63e2389306ae,5,tool,477,0,0.4507,0.4507
19be0b4f-b8d3-48f9-af88-6d22eda39812,1,user,27,4,0.5972,0.7056
19be0b4f-b8d3-48f9-af88-6d22eda39812,2,assistant,124,5,0.5433,0.6618
19be0b4f-b8d3-48f9-af88-6d22eda39812,3,tool,6950,3,0.1385,0.2317
19be0b4f-b8d3-48f9-af88-6d22eda39812,4,assistant,94,4,0.5765,0.7814
19be0b4f-b8d3-48f9-af88-6d22eda39812,5,tool,2991,4,0.4467,0.5245
19be0b4f-b8d3-48f9-af88-6d22eda39812,6,assistant,239,3,0.6562,0.8283
19be0b4f-b8d3-48f9-af88-6d22eda39812,7,tool,2135,4,0.4655,0.6124
19be0b4f-b8d3-48f9-af88-6d22eda39812,8,assistant,67,2,0.5763,0.6645
19be0b4f-b8d3-48f9-af88-6d22eda39812,9,tool,45,1,0.1605,0.2084
19be0b4f-b8d3-48f9-af88-6d22eda39812,10,assistant,91,2,0.6344,0.6567
19be0b4f-b8d3-48f9-af88-6d22eda39812,11,tool,66,1,0.5299,0.6460
19be0b4f-b8d3-48f9-af88-6d22eda39812,12,assistant,53,1,0.4685,0.4817
19be0b4f-b8d3-48f9-af88-6d22eda39812,13,tool,174,1,0.1838,0.2214
19be0b4f-b8d3-48f9-af88-6d22eda39812,14,assistant,2773,0,0.8081,0.8081
19be0b4f-b8d3-48f9-af88-6d22eda39812,15,tool,123,0,0.4445,0.4445
4d970add-e084-4d3d-ab6a-e2d17adf6293,1,user,26,1,0.5165,0.6424
4d970add-e084-4d3d-ab6a-e2d17adf6293,2,assistant,393,1,0.5475,0.5784
4d970add-e084-4d3d-ab6a-e2d17adf6293,3,tool,170,1,0.2447,0.3410
4d970add-e084-4d3d-ab6a-e2d17adf6293,4,assistant,1048,0,0.4619,0.4619
4d970add-e084-4d3d-ab6a-e2d17adf6293,5,tool,18965,0,0.3961,0.3961
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,1,user,24,6,0.3482,0.6170
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,2,assistant,168,13,0.4577,0.6781
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,3,tool,2110,10,0.3261,0.4238
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,4,assistant,137,13,0.4468,0.5952
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,5,tool,4291,11,0.3980,0.4870
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,6,assistant,196,8,0.5084,0.7176
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,7,tool,2293,12,0.4561,0.5908
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,8,assistant,139,10,0.5015,0.7218
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,9,tool,132,5,0.3581,0.4959
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,10,assistant,169,10,0.5637,0.7210
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,11,tool,671,3,0.4017,0.5439
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,12,assistant,90,5,0.4982,0.6506
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,13,tool,37,2,0.2251,0.3659
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,14,assistant,123,8,0.5230,0.7545
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,15,tool,1583,1,0.3234,0.4113
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,16,assistant,71,5,0.4788,0.6289
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,17,tool,2236,6,0.3879,0.5272
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,18,assistant,189,6,0.4638,0.6699
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,19,tool,47,2,0.2876,0.3807
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,20,assistant,752,5,0.5221,0.6697
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,21,tool,44,0,0.3078,0.4015
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,22,assistant,33,4,0.4738,0.5701
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,23,tool,80,1,0.3283,0.4528
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,24,assistant,65,3,0.6001,0.9017
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,25,tool,130,3,0.4287,0.5079
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,26,assistant,191,1,0.5854,0.6428
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,27,tool,351,2,0.4687,0.5363
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,28,assistant,79,1,0.4820,0.4895
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,29,tool,92,0,0.3962,0.4962
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,30,assistant,127,0,0.5174,0.5174
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,31,tool,189,0,0.3168,0.3168
d8afc89a-969c-4d4e-b19e-eaf9eaf81053,32,user,35,0,0.2299,0.2299
6b062f7e-1668-49e5-b364-8e4ac8c6d149,1,user,19,1,0.7676,0.7745
6b062f7e-1668-49e5-b364-8e4ac8c6d149,2,assistant,797,0,0.8569,0.8569
6b062f7e-1668-49e5-b364-8e4ac8c6d149,3,tool,481,0,0.7893,0.7893
4375060a-a136-4353-a0d2-d3c7e0d28952,1,user,33,9,0.5343,0.8324
4375060a-a136-4353-a0d2-d3c7e0d28952,2,assistant,388,8,0.4502,0.6570
4375060a-a136-4353-a0d2-d3c7e0d28952,3,tool,1811,9,0.3446,0.4620
4375060a-a136-4353-a0d2-d3c7e0d28952,4,assistant,118,8,0.6161,0.7540
4375060a-a136-4353-a0d2-d3c7e0d28952,5,tool,56,6,0.5262,0.6886
4375060a-a136-4353-a0d2-d3c7e0d28952,6,assistant,1855,7,0.5626,0.7503
4375060a-a136-4353-a0d2-d3c7e0d28952,7,tool,44,4,0.2531,0.4447
4375060a-a136-4353-a0d2-d3c7e0d28952,8,assistant,72,6,0.5711,0.7660
4375060a-a136-4353-a0d2-d3c7e0d28952,9,tool,100,4,0.4070,0.5361
4375060a-a136-4353-a0d2-d3c7e0d28952,10,assistant,68,5,0.5645,0.7938
4375060a-a136-4353-a0d2-d3c7e0d28952,11,tool,48,4,0.3025,0.4568
4375060a-a136-4353-a0d2-d3c7e0d28952,12,assistant,2025,4,0.4729,0.6027
4375060a-a136-4353-a0d2-d3c7e0d28952,13,tool,44,3,0.2771,0.4476
4375060a-a136-4353-a0d2-d3c7e0d28952,14,assistant,1414,3,0.6796,0.7937
4375060a-a136-4353-a0d2-d3c7e0d28952,15,tool,44,2,0.2838,0.4452
4375060a-a136-4353-a0d2-d3c7e0d28952,16,assistant,45,0,0.5042,0.5311
4375060a-a136-4353-a0d2-d3c7e0d28952,17,tool,947,2,0.3393,0.4331
4375060a-a136-4353-a0d2-d3c7e0d28952,18,assistant,160,1,0.6791,0.8135
4375060a-a136-4353-a0d2-d3c7e0d28952,19,tool,199,1,0.7243,0.8341
4375060a-a136-4353-a0d2-d3c7e0d28952,20,assistant,190,0,0.6856,0.6856
4375060a-a136-4353-a0d2-d3c7e0d28952,21,tool,198,0,0.6034,0.6034
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,1,user,30,7,0.3954,0.7812
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,2,assistant,206,8,0.5135,0.6780
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,3,tool,511,8,0.3797,0.4662
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,4,assistant,42,3,0.2671,0.3916
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,5,tool,5055,9,0.1966,0.2532
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,6,assistant,226,9,0.6239,0.7663
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,7,tool,88,5,0.3599,0.5886
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,8,assistant,140,8,0.5173,0.7837
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,9,tool,125,4,0.3493,0.5464
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,10,assistant,104,7,0.6345,0.8284
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,11,tool,74,4,0.3159,0.5408
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,12,assistant,105,6,0.6195,0.7473
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,13,tool,74,4,0.3036,0.5405
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,14,assistant,83,5,0.5359,0.6658
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,15,tool,37,3,0.2985,0.3991
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,16,assistant,84,5,0.3058,0.3615
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,17,tool,14034,7,0.3068,0.3805
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,18,assistant,102,4,0.6341,0.7986
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,19,tool,37,3,0.3037,0.3967
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,20,assistant,196,3,0.6079,0.7071
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,21,tool,276,5,0.4055,0.5504
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,22,assistant,228,4,0.6344,0.7015
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,23,tool,74,2,0.2896,0.3979
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,24,assistant,106,3,0.5695,0.6387
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,25,tool,12747,3,0.3602,0.4932
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,26,assistant,360,1,0.6344,0.7224
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,27,tool,284,1,0.4912,0.5135
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,28,assistant,380,1,0.5938,0.7550
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,29,tool,443,1,0.4812,0.5020
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,30,assistant,106,0,0.4854,0.4854
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,31,tool,5204,0,0.2423,0.2423
21e71c1c-8616-4fa4-b9ae-c4f48f88079d,32,user,35,0,0.1565,0.1565
d34beda0-2a3d-40fd-9373-56267c6330a6,1,user,19,2,0.5313,0.6915
d34beda0-2a3d-40fd-9373-56267c6330a6,2,assistant,152,3,0.6279,0.7688
d34beda0-2a3d-40fd-9373-56267c6330a6,3,tool,32874,6,0.4076,0.4740
d34beda0-2a3d-40fd-9373-56267c6330a6,4,assistant,147,3,0.6361,0.8141
d34beda0-2a3d-40fd-9373-56267c6330a6,5,tool,1392,4,0.5060,0.5656
d34beda0-2a3d-40fd-9373-56267c6330a6,6,assistant,183,3,0.6350,0.7721
d34beda0-2a3d-40fd-9373-56267c6330a6,7,tool,18624,2,0.3404,0.5435
d34beda0-2a3d-40fd-9373-56267c6330a6,8,assistant,2699,3,0.5804,0.7616
d34beda0-2a3d-40fd-9373-56267c6330a6,9,tool,165,2,0.5398,0.6707
d34beda0-2a3d-40fd-9373-56267c6330a6,10,assistant,92,2,0.4693,0.5618
d34beda0-2a3d-40fd-9373-56267c6330a6,11,tool,311,1,0.5193,0.5326
d34beda0-2a3d-40fd-9373-56267c6330a6,12,assistant,2738,1,0.5601,0.5601
d34beda0-2a3d-40fd-9373-56267c6330a6,13,tool,399,1,0.6107,0.6107
51c83727-0266-42e9-943f-f2186bc19e56,1,user,27,9,0.4019,0.7388
51c83727-0266-42e9-943f-f2186bc19e56,2,assistant,887,9,0.3498,0.5947
51c83727-0266-42e9-943f-f2186bc19e56,3,tool,1463,9,0.4411,0.5576
51c83727-0266-42e9-943f-f2186bc19e56,4,assistant,376,8,0.4320,0.7364
51c83727-0266-42e9-943f-f2186bc19e56,5,tool,32730,9,0.4645,0.5965
51c83727-0266-42e9-943f-f2186bc19e56,6,assistant,95,7,0.4636,0.6072
51c83727-0266-42e9-943f-f2186bc19e56,7,tool,37,7,0.2749,0.4470
51c83727-0266-42e9-943f-f2186bc19e56,8,assistant,62,6,0.1329,0.2417
51c83727-0266-42e9-943f-f2186bc19e56,9,tool,1331,7,0.3468,0.4224
51c83727-0266-42e9-943f-f2186bc19e56,10,assistant,270,6,0.4998,0.5830
51c83727-0266-42e9-943f-f2186bc19e56,11,tool,212,6,0.5434,0.6329
51c83727-0266-42e9-943f-f2186bc19e56,12,assistant,1565,5,0.5753,0.7484
51c83727-0266-42e9-943f-f2186bc19e56,13,tool,66,5,0.4102,0.4535
51c83727-0266-42e9-943f-f2186bc19e56,14,assistant,5737,4,0.3802,0.5859
51c83727-0266-42e9-943f-f2186bc19e56,15,tool,226,4,0.5677,0.6300
51c83727-0266-42e9-943f-f2186bc19e56,16,assistant,3786,3,0.4913,0.5509
51c83727-0266-42e9-943f-f2186bc19e56,17,tool,79,3,0.4850,0.5365
51c83727-0266-42e9-943f-f2186bc19e56,18,assistant,4729,2,0.7743,0.8108
51c83727-0266-42e9-943f-f2186bc19e56,19,tool,44,2,0.3383,0.3843
51c83727-0266-42e9-943f-f2186bc19e56,20,assistant,2687,1,0.7718,0.7718
51c83727-0266-42e9-943f-f2186bc19e56,21,tool,44,1,0.2930,0.2930
268a8715-aca4-4edd-908c-60feff040be7,1,user,25,7,0.3728,0.7545
268a8715-aca4-4edd-908c-60feff040be7,2,assistant,3601,6,0.4352,0.6767
268a8715-aca4-4edd-908c-60feff040be7,3,tool,401,6,0.5255,0.6557
268a8715-aca4-4edd-908c-60feff040be7,4,assistant,1458,5,0.4452,0.6291
268a8715-aca4-4edd-908c-60feff040be7,5,tool,218,5,0.4380,0.5681
268a8715-aca4-4edd-908c-60feff040be7,6,assistant,3584,4,0.3970,0.5410
268a8715-aca4-4edd-908c-60feff040be7,7,tool,895,4,0.4034,0.6278
268a8715-aca4-4edd-908c-60feff040be7,8,assistant,2787,3,0.5127,0.7578
268a8715-aca4-4edd-908c-60feff040be7,9,tool,272,3,0.3498,0.5201
268a8715-aca4-4edd-908c-60feff040be7,10,assistant,2783,2,0.4448,0.4647
268a8715-aca4-4edd-908c-60feff040be7,11,tool,156,1,0.2874,0.3211
268a8715-aca4-4edd-908c-60feff040be7,12,assistant,802,1,0.4542,0.4542
268a8715-aca4-4edd-908c-60feff040be7,13,tool,243,1,0.4102,0.4102
1bab22d7-39f7-4f86-82ac-420db3a53d39,1,user,22,0,0.7208,0.7748
1bab22d7-39f7-4f86-82ac-420db3a53d39,2,assistant,86,1,0.7585,0.8132
1bab22d7-39f7-4f86-82ac-420db3a53d39,3,tool,6597,2,0.4751,0.5391
1bab22d7-39f7-4f86-82ac-420db3a53d39,4,assistant,203,1,0.7750,0.7843
1bab22d7-39f7-4f86-82ac-420db3a53d39,5,tool,3013,0,0.4364,0.4572
1bab22d7-39f7-4f86-82ac-420db3a53d39,6,assistant,122,0,0.8146,0.8146
1bab22d7-39f7-4f86-82ac-420db3a53d39,7,tool,231,0,0.5883,0.5883
89f00409-edc2-48ec-8774-6080cb79d28a,1,user,27,0,0.7565,0.8151
89f00409-edc2-48ec-8774-6080cb79d28a,2,assistant,68,0,0.7184,0.7184
89f00409-edc2-48ec-8774-6080cb79d28a,3,tool,67,0,0.2978,0.2978
6afb4072-ee38-4f5f-b034-24672eb7771a,1,user,23,7,0.3505,0.5499
6afb4072-ee38-4f5f-b034-24672eb7771a,2,assistant,198,10,0.4368,0.6093
6afb4072-ee38-4f5f-b034-24672eb7771a,3,tool,32899,10,0.2915,0.4462
6afb4072-ee38-4f5f-b034-24672eb7771a,4,assistant,166,7,0.5859,0.7697
6afb4072-ee38-4f5f-b034-24672eb7771a,5,tool,1946,4,0.3316,0.4813
6afb4072-ee38-4f5f-b034-24672eb7771a,6,assistant,142,8,0.5626,0.7921
6afb4072-ee38-4f5f-b034-24672eb7771a,7,tool,6719,8,0.5183,0.6262
6afb4072-ee38-4f5f-b034-24672eb7771a,8,assistant,274,7,0.6465,0.8193
6afb4072-ee38-4f5f-b034-24672eb7771a,9,tool,329,5,0.4973,0.6917
6afb4072-ee38-4f5f-b034-24672eb7771a,10,assistant,242,6,0.6192,0.7207
6afb4072-ee38-4f5f-b034-24672eb7771a,11,tool,72,5,0.3129,0.3774
6afb4072-ee38-4f5f-b034-24672eb7771a,12,assistant,4455,5,0.4574,0.6204
6afb4072-ee38-4f5f-b034-24672eb7771a,13,tool,638,5,0.5941,0.6924
6afb4072-ee38-4f5f-b034-24672eb7771a,14,assistant,226,4,0.5817,0.7845
6afb4072-ee38-4f5f-b034-24672eb7771a,15,tool,1218,2,0.4480,0.6799
6afb4072-ee38-4f5f-b034-24672eb7771a,16,assistant,157,3,0.6939,0.8182
6afb4072-ee38-4f5f-b034-24672eb7771a,17,tool,118,3,0.2890,0.3502
6afb4072-ee38-4f5f-b034-24672eb7771a,18,assistant,129,1,0.5485,0.7981
6afb4072-ee38-4f5f-b034-24672eb7771a,19,tool,528,2,0.3385,0.5553
6afb4072-ee38-4f5f-b034-24672eb7771a,20,assistant,243,1,0.4375,0.5203
6afb4072-ee38-4f5f-b034-24672eb7771a,21,tool,227,1,0.3593,0.4820
6afb4072-ee38-4f5f-b034-24672eb7771a,22,assistant,123,0,0.4930,0.4930
6afb4072-ee38-4f5f-b034-24672eb7771a,23,tool,165,0,0.4241,0.4241
903bb83a-4a52-4850-8fa3-128c213d04d0,1,user,18,8,0.4636,0.7247
903bb83a-4a52-4850-8fa3-128c213d04d0,2,assistant,260,12,0.5929,0.7274
903bb83a-4a52-4850-8fa3-128c213d04d0,3,tool,39481,13,0.3020,0.4918
903bb83a-4a52-4850-8fa3-128c213d04d0,4,assistant,200,12,0.6126,0.8197
903bb83a-4a52-4850-8fa3-128c213d04d0,5,tool,11931,9,0.4472,0.5880
903bb83a-4a52-4850-8fa3-128c213d04d0,6,assistant,163,11,0.5373,0.7215
903bb83a-4a52-4850-8fa3-128c213d04d0,7,tool,5987,8,0.4079,0.5796
903bb83a-4a52-4850-8fa3-128c213d04d0,8,assistant,9141,10,0.5184,0.7257
903bb83a-4a52-4850-8fa3-128c213d04d0,9,tool,228,10,0.4036,0.6163
903bb83a-4a52-4850-8fa3-128c213d04d0,10,assistant,2449,9,0.5452,0.7088
903bb83a-4a52-4850-8fa3-128c213d04d0,11,tool,173,6,0.2479,0.5265
903bb83a-4a52-4850-8fa3-128c213d04d0,12,assistant,2127,8,0.5273,0.8790
903bb83a-4a52-4850-8fa3-128c213d04d0,13,tool,49,5,0.2793,0.6359
903bb83a-4a52-4850-8fa3-128c213d04d0,14,assistant,76,3,0.2961,0.3969
903bb83a-4a52-4850-8fa3-128c213d04d0,15,tool,60,4,0.2532,0.3846
903bb83a-4a52-4850-8fa3-128c213d04d0,16,assistant,2138,6,0.5528,0.7218
903bb83a-4a52-4850-8fa3-128c213d04d0,17,tool,130,6,0.3976,0.4760
903bb83a-4a52-4850-8fa3-128c213d04d0,18,assistant,1175,5,0.5578,0.7127
903bb83a-4a52-4850-8fa3-128c213d04d0,19,tool,44,2,0.2834,0.4798
903bb83a-4a52-4850-8fa3-128c213d04d0,20,assistant,200,4,0.5586,0.6615
903bb83a-4a52-4850-8fa3-128c213d04d0,21,tool,359,4,0.3610,0.6452
903bb83a-4a52-4850-8fa3-128c213d04d0,22,assistant,86,3,0.5455,0.7250
903bb83a-4a52-4850-8fa3-128c213d04d0,23,tool,90,3,0.4861,0.6853
903bb83a-4a52-4850-8fa3-128c213d04d0,24,assistant,80,2,0.3924,0.4469
903bb83a-4a52-4850-8fa3-128c213d04d0,25,tool,127,1,0.3410,0.3453
903bb83a-4a52-4850-8fa3-128c213d04d0,26,assistant,732,1,0.5618,0.6086
903bb83a-4a52-4850-8fa3-128c213d04d0,27,tool,2332,1,0.6138,0.6267
903bb83a-4a52-4850-8fa3-128c213d04d0,28,assistant,98,0,0.7187,0.7187
903bb83a-4a52-4850-8fa3-128c213d04d0,29,tool,352,0,0.2548,0.2548
e13cb9b7-d642-4e3e-a34d-64c716c6a43b,1,user,19,9,0.3497,0.4981
e13cb9b7-d642-4e3e-a34d-64c716c6a43b,2,assistant,211,9,0.5288,0.8023
e13cb9b7-d642-4e3e-a34d-64c716c6a43b,3,tool,33420,11,0.2540,0.4195
e13cb9b7-d642-4e3e-a34d-64c716c6a43b,4,assistant,125,9,0.5634,0.7691
e13cb9b7-d642-4e3e-a34d-64c716c6a43b,5,tool,4623,10,0.4726,0.5655
e13cb9b7-d642-4e3e-a34d-64c716c6a43b,6,assistant,172,9,0.5430,0.7380
e13cb9b7-d642-4e3e-a34d-64c716c6a43b,7,tool,45,6,0.2357,0.3613
e13cb9b7-d642-4e3e-a34d-64c716c6a43b,8,assistant,96,8,0.5650,0.6960
e13cb9b7-d642-4e3e-a34d-64c716c6a43b,9,tool,145,8,0.3670,0.6306
e13cb9b7-d642-4e3e-a34d-64c716c6a43b,10,assistant,131,9,0.4264,0.8022
e13cb9b7-d642-4e3e-a34d-64c716c6a43b,11,tool,664,9,0.5290,0.6632
